pokemon,usage,raw_usage,real_usage,total_battles
Passimian,0.0005772,1842.0,0.001317386425484347,1398223.0
Munchlax,0.000143,464.0,0.00033184978361820684,1398223.0
Indeedee-F,0.0012598,3900.0,0.0027892546467909625,1398223.0
Miltank,0.0013993,4309.0,0.003081768787954425,1398223.0
Accelgor,0.0035731,11078.0,0.007922913583884687,1398223.0
Gourgeist-Super,0.0005836,1777.0,0.0012708988480378308,1398223.0
Shiftry,0.0017519,5372.0,0.0038420194775797565,1398223.0
Cryogonal,0.0014529,4361.0,0.003118958849911638,1398223.0
Stunfisk-Galar,0.0002743,822.0,0.0005878890563236337,1398223.0
Beartic,0.0010281,3162.0,0.002261441844398211,1398223.0
Corsola-Galar,0.0069678,21663.0,0.01549323677267503,1398223.0
Regice,0.0026244,8010.0,0.005728699928409131,1398223.0
Armaldo,0.0008965,2735.0,0.0019560542202495595,1398223.0
Espeon,0.0103732,32907.0,0.02353487247742313,1398223.0
Zarude,0.0062097,18802.0,0.013447068171529148,1398223.0
Ferroseed,0.0002342,778.0,0.0005564205423598382,1398223.0
Shedinja,0.0053625,16932.0,0.01210965632806784,1398223.0
Wishiwashi,0.0005482,1697.0,0.0012136833681036573,1398223.0
Sneasel,0.0001616,502.0,0.0003590271365869393,1398223.0
Hitmontop,0.0024116,7332.0,0.00524379873596701,1398223.0
Kingdra,0.0135897,40798.0,0.029178464379430176,1398223.0
